"X.IncMSE","IncNodePurity","names"
1.06009978770219,1588809667.27037,"Travel_Agencies"
1.05851338017101,205789737.886606,"Paint_and_Wallpaper_Stores"
1.02577250757643,604983259.252768,"Water_and_Sewer_Line_and_Related_Structures_Construction"
1.00025009378908,233976116.399458,"All_Other_Miscellaneous_Ambulatory_Health_Care_Services"
1.00025009378908,12309696.9339267,"All_Other_Miscellaneous_Chemical_Product_and_Preparation_Manufacturing"
1.00025009378908,35643614.7179116,"All_Other_Miscellaneous_Nonmetallic_Mineral_Product_Manufacturing"
1.00025009378908,52258921.4284483,"All_Other_Publishers"
1.00025009378908,12628804.9735507,"Ambulance_Services"
1.00025009378908,112846182.689982,"Blood_and_Organ_Banks"
1.00025009378908,3217446.61836299,"Charter_Bus_Industry"
1.00025009378908,20857161.4958003,"Collection_Agencies"
1.00025009378908,10589216.1123685,"Commercial_Air._Rail._and_Water_Transportation_Equipment_Rental_and_Leasing"
1.00025009378908,119816010.410029,"Dental_Laboratories"
1.00025009378908,27214661.6958801,"Fish_and_Seafood_Markets"
1.00025009378908,179395.888787003,"Fuel_Dealers"
1.00025009378908,5305500.33696833,"Musical_Instrument_Manufacturing"
1.00025009378908,936505802.347106,"Optical_Goods_Stores"
1.00025009378908,3104282.16248904,"Other_Support_Activities_for_Air_Transportation"
1.00025009378908,79854304.5622113,"Outdoor_Power_Equipment_Stores"
1.00025009378908,83138953.6390689,"Support_Activities_for_Rail_Transportation"
1.00025009378908,312699.115304375,"Switchgear_and_Switchboard_Apparatus_Manufacturing"
1.00025009378908,18125541.9369556,"Tour_Operators"
1.00025009378908,27440934.2957141,"All_Other_Outpatient_Care_Centers"
1.00025009378908,130351858.246622,"Construction_Sand_and_Gravel_Mining"
1.00025009378908,20235541.2829828,"Consumer_Electronics_Repair_and_Maintenance"
1.00025009378908,11260825.1358178,"Couriers_and_Express_Delivery_Services"
1.00025009378908,99486155.4248597,"Direct_Title_Insurance_Carriers"
1.00025009378908,41133489.0268161,"Fabricated_Structural_Metal_Manufacturing"
1.00025009378908,92985783.012642,"Land_Subdivision"
1.00025009378908,363313724.99147,"Language_Schools"
1.00025009378908,37086906.9062357,"Men.s_and_Boys._Clothing_and_Furnishings_Merchant_Wholesalers"
1.00025009378908,82666854.9871235,"Ophthalmic_Goods_Merchant_Wholesalers"
1.00025009378908,29799216.1759522,"Other_Construction_Material_Merchant_Wholesalers"
1.00025009378908,2713214.37486377,"Other_Sound_Recording_Industries"
1.00025009378908,244729676.812922,"Parking_Lots_and_Garages"
1.00025009378908,50898501.070026,"Public_Relations_Agencies"
1.00025009378908,1039534492.37495,"Scenic_and_Sightseeing_Transportation._Water"
1.00025009378908,27959727.9269519,"Telemarketing_Bureaus_and_Other_Contact_Centers"
1.00025009378908,24262235.7616154,"Voluntary_Health_Organizations"
0.99243004580211,345282565.106071,"Men.s_Clothing_Stores"
0.985202029802091,136299698.331232,"Tire_Dealers"
0.980957666196798,70289944.5314072,"Instrument_Manufacturing_for_Measuring_and_Testing_Electricity_and_Electrical_Signals"
0.9779783896028,221817221.871991,"All_Other_Nondepository_Credit_Intermediation"
0.953186997772628,936346822.246663,"Finish_Carpentry_Contractors"
0.952795671225695,818084765.648258,"Employment_Placement_Agencies"
0.950877400598501,87327356.4988994,"Amusement_Arcades"
0.924374904720428,31397112.4820952,"Other_Gasoline_Stations"
0.92429261363567,78538279.0425964,"Petroleum_Bulk_Stations_and_Terminals"
0.923341671275455,431945069.617499,"Wholesale_Trade_Agents_and_Brokers"
0.915910852889505,143082964.398385,"Reupholstery_and_Furniture_Repair"
0.912218836608897,135117434.328696,"Taxi_Service"
0.891846495695625,54387346.7878676,"Motor_Vehicle_Supplies_and_New_Parts_Merchant_Wholesalers"
0.891649586259389,68551751.7560003,"Teleproduction_and_Other_Postproduction_Services"
0.876168888302169,162887948.885191,"Offices_of_Optometrists"
0.844650831570301,353677564.319714,"Office_Equipment_Merchant_Wholesalers"
0.812742819103899,209836908.011596,"Tile_and_Terrazzo_Contractors"
0.805023907703521,510899310.485066,"Court_Reporting_and_Stenotype_Services"
0.801689672697133,141637339.040263,"Musical_Instrument_and_Supplies_Stores"
0.801412907257426,1991935916.08318,"General_Freight_Trucking._Long.Distance._Less_Than_Truckload"
0.793366311197059,778809634.734336,"Gift._Novelty._and_Souvenir_Stores"
0.757658734328794,689652391.493574,"Family_Clothing_Stores"
0.751259572999846,226029816.669581,"Offices_of_Bank_Holding_Companies"
0.73943021257765,89588365.2333709,"Drugs_and_Druggists._Sundries_Merchant_Wholesalers"
0.717390322389898,5704158314.48745,"Marketing_Consulting_Services"
0.705139764098661,423644227.900743,"Fruit_and_Vegetable_Markets"
0.698467624730088,247157440.811436,"Ozone"
0.688651897779995,184126222.716592,"Nail_Salons"
0.684167619899955,2841789943.7646,"Exam_Preparation_and_Tutoring"
0.652778693400934,175240098.700057,"Metal_Service_Centers_and_Other_Metal_Merchant_Wholesalers"
0.641598563947333,6768723.37909943,"Vocational_Rehabilitation_Services"
0.63542917958363,37241316.8899502,"Poured_Concrete_Foundation_and_Structure_Contractors"
0.632954734185136,31308766.1578116,"Audio_and_Video_Equipment_Manufacturing"
0.629401654815306,919638585.207692,"Convenience_Stores"
0.620666379004495,136619666.217836,"Solid_Waste_Collection"
0.617007732722372,188513318.567816,"Corporate._Subsidiary._and_Regional_Managing_Offices"
0.610573422027023,917028431.808968,"Electronics_Stores"
0.597010614441566,351699840.306595,"Telephone_Answering_Services"
0.592883448221245,106129410.315997,"All_Other_Miscellaneous_Store_Retailers_.except_Tobacco_Stores."
0.578080838825917,3656370641.49611,"Full.Service_Restaurants"
0.568291183176259,363623788.58139,"Commercial_and_Institutional_Building_Construction"
0.553557584969194,105634073.881084,"Other_Concrete_Product_Manufacturing"
0.523411856303495,613495046.628649,"Facilities_Support_Services"
0.523125937097607,933224126.615081,"Food_.Health._Supplement_Stores"
0.503216977445784,473282683.23377,"Home_Centers"
0.492392607377081,39377277.3481224,"Grantmaking_Foundations"
0.465611596887225,307700658.602672,"Construction_and_Mining_.except_Oil_Well._Machinery_and_Equipment_Merchant_Wholesalers"
0.440568239496867,839312575.268634,"avg_precipitation"
0.424005965107506,3711733945.30781,"Book_Stores"
0.406141466779795,207723639.09103,"Sports_and_Recreation_Instruction"
0.374449030233097,469972349.729149,"All_Other_Specialty_Trade_Contractors"
0.357982445436306,125106422.274112,"Recreational_Vehicle_Dealers"
0.354160945897712,42032635.0714611,"Rooming_and_Boarding_Houses"
0.349473854374838,1410021247.26275,"Residential_Property_Managers"
0.338712144329975,155824042.540819,"Office_Supplies_and_Stationery_Stores"
0.322817148074048,80312720.2527389,"Other_Grantmaking_and_Giving_Services"
0.316155544865313,217858288.710195,"All_Other_Personal_Services"
0.29797351755451,510685112.080901,"Lessors_of_Residential_Buildings_and_Dwellings"
0.293709719924455,3706043370.32347,"General_Automotive_Repair"
0.288133109627145,169067587.326613,"Human_Rights_Organizations"
0.255072590169348,217257220.252831,"All_Other_Telecommunications"
0.255071145015432,526221924.443904,"Office_Administrative_Services"
0.25410949617666,2886352580.76352,"All_Other_Health_and_Personal_Care_Stores"
0.248639550515651,541478957.145466,"Claims_Adjusting"
0.227476859746473,42982593.475864,"Warehouse_Clubs_and_Supercenters"
0.224810584741739,60100213.7724582,"Industrial_Launderers"
0.221136487091282,310808615.028019,"Agents_and_Managers_for_Artists._Athletes._Entertainers._and_Other_Public_Figures"
0.217417600897356,102736755.789509,"Sporting_and_Recreational_Goods_and_Supplies_Merchant_Wholesalers"
0.21611478957161,222614814.959049,"Precision_Turned_Product_Manufacturing"
0.211161664345266,507906491.651358,"All_Other_Home_Furnishings_Stores"
0.201959405006101,480503902.644493,"Credit_Unions"
0.19901240421637,418686535.400991,"Automobile_Driving_Schools"
0.171770273201893,103290180.577448,"Securities_Brokerage"
0.111992135936632,193768480.301011,"Direct_Property_and_Casualty_Insurance_Carriers"
0.101624231667106,150858338.763318,"Tax_Preparation_Services"
0.0897699777346854,319401705.765987,"Computer_Facilities_Management_Services"
0.0824484595677506,176505030.586157,"Other_Building_Finishing_Contractors"
0.0543397302943453,1581511456.00743,"Other_Individual_and_Family_Services"
0.0539809429432776,141396363.918678,"Other_Services_Related_to_Advertising"
0.0495993882243596,296405849.039195,"Hotels_.except_Casino_Hotels._and_Motels"
0.0450614486390705,505903376.790947,"Investigation_Services"
0.0331016336690385,165658457.354647,"Temporary_Help_Services"
0.0318702803711421,27030360.1071931,"Conveyor_and_Conveying_Equipment_Manufacturing"
0.0267146947639929,181600477.260276,"Child_and_Youth_Services"
0.0213274106864119,677588654.630586,"Offices_of_Physicians._Mental_Health_Specialists"
0.00823443219938449,118285132.726591,"Meat_Markets"
0.00273175986681721,405705698.929687,"Other_Building_Material_Dealers"
0,0,"Adhesive_Manufacturing"
0,30828504.7725302,"Air.Conditioning_and_Warm_Air_Heating_Equipment_and_Commercial_and_Industrial_Refrigeration_Equipment_Manufacturing"
0,0,"Air_and_Gas_Compressor_Manufacturing"
0,0,"Aircraft_Engine_and_Engine_Parts_Manufacturing"
0,0,"Aircraft_Manufacturing"
0,0,"All_Other_Basic_Organic_Chemical_Manufacturing"
0,0,"All_Other_Business_Support_Services"
0,0,"All_Other_Converted_Paper_Product_Manufacturing"
0,0,"All_Other_Information_Services"
0,0,"All_Other_Metal_Ore_Mining"
0,14507413.4488218,"All_Other_Miscellaneous_Electrical_Equipment_and_Component_Manufacturing"
0,523.432401107788,"All_Other_Miscellaneous_Fabricated_Metal_Product_Manufacturing"
0,0,"All_Other_Miscellaneous_Food_Manufacturing"
0,23870698.078708,"All_Other_Miscellaneous_General_Purpose_Machinery_Manufacturing"
0,0,"All_Other_Miscellaneous_Waste_Management_Services"
0,25254525.7269908,"All_Other_Miscellaneous_Wood_Product_Manufacturing"
0,0,"All_Other_Nonmetallic_Mineral_Mining"
0,0,"All_Other_Petroleum_and_Coal_Products_Manufacturing"
0,0,"All_Other_Rubber_Product_Manufacturing"
0,0,"All_Other_Support_Activities_for_Transportation"
0,0,"All_Other_Transit_and_Ground_Passenger_Transportation"
0,0,"All_Other_Transportation_Equipment_Manufacturing"
0,0,"All_Other_Traveler_Accommodation"
0,0,"Alumina_Refining_and_Primary_Aluminum_Production"
0,0,"Aluminum_Foundries_.except_Die.Casting."
0,15568326.2674599,"Amusement_and_Theme_Parks"
0,0,"Animal_.except_Poultry._Slaughtering"
0,0,"Apparel_Accessories_and_Other_Apparel_Manufacturing"
0,0,"Armored_Car_Services"
0,0,"Artificial_and_Synthetic_Fibers_and_Filaments_Manufacturing"
0,0,"Asphalt_Paving_Mixture_and_Block_Manufacturing"
0,17334973.2333969,"Asphalt_Shingle_and_Coating_Materials_Manufacturing"
0,9215495.00433413,"Automatic_Environmental_Control_Manufacturing_for_Residential._Commercial._and_Appliance_Use"
0,0,"Ball_and_Roller_Bearing_Manufacturing"
0,0,"Bare_Printed_Circuit_Board_Manufacturing"
0,0,"Beet_Sugar_Manufacturing"
0,0,"Biological_Product_.except_Diagnostic._Manufacturing"
0,0,"Biomass_Electric_Power_Generation"
0,0,"Blank_Magnetic_and_Optical_Recording_Media_Manufacturing"
0,0,"Blind_and_Shade_Manufacturing"
0,178234.402528069,"Boat_Building"
0,22911.1190240784,"Bolt._Nut._Screw._Rivet._and_Washer_Manufacturing"
0,60184211.766887,"Book._Periodical._and_Newspaper_Merchant_Wholesalers"
0,0,"Books_Printing"
0,26145553.1471004,"Bottled_Water_Manufacturing"
0,0,"Breakfast_Cereal_Manufacturing"
0,0,"Broadwoven_Fabric_Mills"
0,0,"Broom._Brush._and_Mop_Manufacturing"
0,0,"Burial_Casket_Manufacturing"
0,74309825.4395761,"Bus_and_Other_Motor_Vehicle_Transit_Systems"
0,604715524.60632,"Business_and_Secretarial_Schools"
0,0,"Business_to_Business_Electronic_Markets"
0,0,"Cable_and_Other_Subscription_Programming"
0,0,"Cane_Sugar_Manufacturing"
0,2571980.16539735,"Capacitor._Resistor._Coil._Transformer._and_Other_Inductor_Manufacturing"
0,139144545.02047,"Car_Washes"
0,0,"Carbon_and_Graphite_Product_Manufacturing"
0,0,"Carpet_and_Rug_Mills"
0,0,"Casinos_.except_Casino_Hotels."
0,23384.4518592072,"Cement_Manufacturing"
0,45885126.104247,"Cheese_Manufacturing"
0,0,"Chocolate_and_Confectionery_Manufacturing_from_Cacao_Beans"
0,3477302.48588913,"Clay_Building_Material_and_Refractories_Manufacturing"
0,0,"Coal_and_Other_Mineral_and_Ore_Merchant_Wholesalers"
0,0,"Coastal_and_Great_Lakes_Freight_Transportation"
0,0,"Coastal_and_Great_Lakes_Passenger_Transportation"
0,6773987.24468166,"Coffee_and_Tea_Manufacturing"
0,122573423.126575,"Commercial._Industrial._and_Institutional_Electric_Lighting_Fixture_Manufacturing"
0,0,"Commercial_Photography"
0,0,"Commodity_Contracts_Brokerage"
0,0,"Commodity_Contracts_Dealing"
0,0,"Commuter_Rail_Systems"
0,0,"Concrete_Block_and_Brick_Manufacturing"
0,318264.332569347,"Concrete_Pipe_Manufacturing"
0,3183114.68433123,"Confectionery_Manufacturing_from_Purchased_Chocolate"
0,0,"Construction_Machinery_Manufacturing"
0,5085379.12416482,"Convention_and_Visitors_Bureaus"
0,0,"Cookie_and_Cracker_Manufacturing"
0,29628946.4476047,"Corrugated_and_Solid_Fiber_Box_Manufacturing"
0,44968062.1449962,"Cosmetology_and_Barber_Schools"
0,0,"Cotton_Ginning"
0,0,"Creamery_Butter_Manufacturing"
0,1118629.32186009,"Credit_Card_Issuing"
0,0,"Crop_Harvesting._Primarily_by_Machine"
0,0,"Crude_Petroleum_and_Natural_Gas_Extraction"
0,0,"Crushed_and_Broken_Granite_Mining_and_Quarrying"
0,0,"Crushed_and_Broken_Limestone_Mining_and_Quarrying"
0,0,"Current.Carrying_Wiring_Device_Manufacturing"
0,0,"Custom_Architectural_Woodwork_and_Millwork_Manufacturing"
0,20246153.5870748,"Custom_Compounding_of_Purchased_Resins"
0,0,"Custom_Roll_Forming"
0,0,"Cut_Stock._Resawing_Lumber._and_Planing"
0,0,"Cutting_Tool_and_Machine_Tool_Accessory_Manufacturing"
0,0,"Cyclic_Crude._Intermediate._and_Gum_and_Wood_Chemical_Manufacturing"
0,13234734.0583074,"Dairy_Product_.except_Dried_or_Canned._Merchant_Wholesalers"
0,0,"Dance_Companies"
0,1257757.14038427,"Deep_Sea_Freight_Transportation"
0,2652851.53941251,"Dental_Equipment_and_Supplies_Manufacturing"
0,1938334312.51212,"Department_Stores_.except_Discount_Department_Stores."
0,3755370.79756965,"Diagnostic_Imaging_Centers"
0,0,"Dimension_Stone_Mining_and_Quarrying"
0,10970506.6806422,"Directory_and_Mailing_List_Publishers"
0,0,"Distilleries"
0,0,"Dog_and_Cat_Food_Manufacturing"
0,4006165.17025449,"Doll._Toy._and_Game_Manufacturing"
0,14027260.5889351,"Dried_and_Dehydrated_Food_Manufacturing"
0,0,"Drilling_Oil_and_Gas_Wells"
0,0,"Drive.In_Motion_Picture_Theaters"
0,0,"Dry._Condensed._and_Evaporated_Dairy_Product_Manufacturing"
0,0,"Dry_Pasta._Dough._and_Flour_Mixes_Manufacturing_from_Purchased_Flour"
0,0,"Electric_Bulk_Power_Transmission_and_Control"
0,0,"Electric_Lamp_Bulb_and_Part_Manufacturing"
0,6182012.84972818,"Electronic_Auctions"
0,6713975.24206113,"Electronic_Computer_Manufacturing"
0,0,"Electronic_Connector_Manufacturing"
0,30221215.6731463,"Electroplating._Plating._Polishing._Anodizing._and_Coloring"
0,0,"Elevator_and_Moving_Stairway_Manufacturing"
0,26482819.3039896,"Engineered_Wood_Member_.except_Truss._Manufacturing"
0,0,"Ethyl_Alcohol_Manufacturing"
0,0,"Explosives_Manufacturing"
0,0,"Fabric_Coating_Mills"
0,4378576.86792542,"Fabricated_Pipe_and_Pipe_Fitting_Manufacturing"
0,0,"Farm_Labor_Contractors_and_Crew_Leaders"
0,0,"Farm_Machinery_and_Equipment_Manufacturing"
0,0,"Farm_Product_Warehousing_and_Storage"
0,0,"Farm_Supplies_Merchant_Wholesalers"
0,0,"Fastener._Button._Needle._and_Pin_Manufacturing"
0,0,"Fats_and_Oils_Refining_and_Blending"
0,0,"Fertilizer_.Mixing_Only._Manufacturing"
0,0,"Fiber._Yarn._and_Thread_Mills"
0,109779070.317508,"Fiber_Optic_Cable_Manufacturing"
0,0,"Finfish_Fishing"
0,0,"Fish_and_Seafood_Merchant_Wholesalers"
0,0,"Flat_Glass_Manufacturing"
0,0,"Flavoring_Syrup_and_Concentrate_Manufacturing"
0,0,"Flight_Training"
0,0,"Flour_Milling"
0,0,"Fluid_Milk_Manufacturing"
0,0,"Fluid_Power_Cylinder_and_Actuator_Manufacturing"
0,30545417.2835594,"Fluid_Power_Pump_and_Motor_Manufacturing"
0,14732989.0767135,"Fluid_Power_Valve_and_Hose_Fitting_Manufacturing"
0,0,"Folding_Paperboard_Box_Manufacturing"
0,0,"Food_Product_Machinery_Manufacturing"
0,0,"Footwear_Manufacturing"
0,0,"Forest_Nurseries_and_Gathering_of_Forest_Products"
0,930.546490859985,"Formal_Wear_and_Costume_Rental"
0,2381459.35737268,"Fossil_Fuel_Electric_Power_Generation"
0,0,"Frozen_Cakes._Pies._and_Other_Pastries_Manufacturing"
0,1688888.99179735,"Frozen_Fruit._Juice._and_Vegetable_Manufacturing"
0,0,"Frozen_Specialty_Food_Manufacturing"
0,0,"Fruit_and_Vegetable_Canning"
0,0,"Gasket._Packing._and_Sealing_Device_Manufacturing"
0,8417868.74588747,"General_Line_Grocery_Merchant_Wholesalers"
0,0,"Geophysical_Surveying_and_Mapping_Services"
0,0,"Glass_Container_Manufacturing"
0,0,"Glass_Product_Manufacturing_Made_of_Purchased_Glass"
0,33522314.2485689,"Grain_and_Field_Bean_Merchant_Wholesalers"
0,0,"Greeting_Card_Publishers"
0,0,"Ground_or_Treated_Mineral_and_Earth_Manufacturing"
0,0,"Guided_Missile_and_Space_Vehicle_Manufacturing"
0,0,"Guided_Missile_and_Space_Vehicle_Propulsion_Unit_and_Propulsion_Unit_Parts_Manufacturing"
0,1826105.33193958,"Gypsum_Product_Manufacturing"
0,10538072.0623256,"Hardware_Manufacturing"
0,0,"Hardware_Merchant_Wholesalers"
0,0,"Hazardous_Waste_Collection"
0,65437427.81242,"Heating_Equipment_.except_Warm_Air_Furnaces._Manufacturing"
0,0,"Heavy_Duty_Truck_Manufacturing"
0,0,"Historical_Sites"
0,0,"Home_and_Garden_Equipment_Repair_and_Maintenance"
0,0,"Home_Health_Equipment_Rental"
0,0,"Household_Furniture_.except_Wood_and_Metal._Manufacturing"
0,0,"Hunting_and_Trapping"
0,1593664.7274294,"Hydroelectric_Power_Generation"
0,0,"Ice_Cream_and_Frozen_Dessert_Manufacturing"
0,19400161.9098352,"Ice_Manufacturing"
0,0,"In.Vitro_Diagnostic_Substance_Manufacturing"
0,0,"Industrial_and_Commercial_Fan_and_Blower_and_Air_Purification_Equipment_Manufacturing"
0,18584895.0528455,"Industrial_Building_Construction"
0,63611567.5064215,"Industrial_Design_Services"
0,0,"Industrial_Gas_Manufacturing"
0,80623.1125472679,"Industrial_Mold_Manufacturing"
0,0,"Industrial_Process_Furnace_and_Oven_Manufacturing"
0,0,"Industrial_Sand_Mining"
0,0,"Industrial_Truck._Tractor._Trailer._and_Stacker_Machinery_Manufacturing"
0,1661943.80419214,"Inland_Water_Passenger_Transportation"
0,0,"Institutional_Furniture_Manufacturing"
0,4800500.41304168,"Instruments_and_Related_Products_Manufacturing_for_Measuring._Displaying._and_Controlling_Industrial_Process_Variables"
0,0,"Integrated_Record_Production.Distribution"
0,0,"International_Trade_Financing"
0,240860922.118539,"Interurban_and_Rural_Bus_Transportation"
0,75714950.5257124,"Investment_Banking_and_Securities_Dealing"
0,0,"Iron_and_Steel_Forging"
0,0,"Iron_and_Steel_Mills_and_Ferroalloy_Manufacturing"
0,0,"Iron_Foundries"
0,0,"Irradiation_Apparatus_Manufacturing"
0,0,"Knit_Fabric_Mills"
0,13333029.5172434,"Laminated_Plastics_Plate._Sheet_.except_Packaging.._and_Shape_Manufacturing"
0,0,"Lawn_and_Garden_Tractor_and_Home_Lawn_and_Garden_Equipment_Manufacturing"
0,0,"Lead_Ore_and_Zinc_Ore_Mining"
0,0,"Leather_and_Hide_Tanning_and_Finishing"
0,0,"Lessors_of_Nonfinancial_Intangible_Assets_.except_Copyrighted_Works."
0,150987414.752812,"Libraries_and_Archives"
0,2000429.01753127,"Light_Truck_and_Utility_Vehicle_Manufacturing"
0,0,"Lime_Manufacturing"
0,0,"Linen_Supply"
0,0,"Livestock_Merchant_Wholesalers"
0,2973919.97807819,"Local_Messengers_and_Local_Delivery"
0,0,"Logging"
0,24547.6275258179,"Manufactured_.Mobile._Home_Dealers"
0,0,"Manufactured_Home_.Mobile_Home._Manufacturing"
0,1257757.14038427,"Marine_Cargo_Handling"
0,0,"Mattress_Manufacturing"
0,19496821.6400087,"Mayonnaise._Dressing._and_Other_Prepared_Sauce_Manufacturing"
0,0,"Meat_and_Meat_Product_Merchant_Wholesalers"
0,200513.702844074,"Meat_Processed_from_Carcasses"
0,0,"Mechanical_Power_Transmission_Equipment_Manufacturing"
0,0,"Media_Buying_Agencies"
0,25775.0089021301,"Medicinal_and_Botanical_Manufacturing"
0,0,"Men.s_and_Boys._Cut_and_Sew_Apparel_Manufacturing"
0,0,"Metal_Can_Manufacturing"
